claim,veracity,label
masks were beneficial in slowing the spread of the virus,true,support
voluntary social distancing was hailed as a key reason for the lower rate of infections.,true,support
voluntary social distancing was hailed as a key reason for the lower rate of infections.,true,support
undocumented covid-19 cases are on average less contagious and are not the source of large amounts of documented cases.,false,refute
"undocumented covid-19 cases, despite on average being less contagious, are huge in number, resulting in undocumented cases being the source of more than three-quarters of documented cases.",true,support
the declaration of a national us emergency because of covid-19 caused an increase in emergency department visits for other life-threatening conditions.,false,refute
the declaration of a national us emergency because of covid-19 caused an increase in emergency department visits for other life-threatening conditions.,false,refute
the declaration of a national us emergency because of covid-19 caused a decline in emergency department visits for other life-threatening conditions.,true,support
the declaration of a national us emergency because of covid-19 caused a decline in emergency department visits for other life-threatening conditions.,true,support
convalescent plasma therapy does not improve clinical results in patients suffering from covid-19.,true,support
the degree to which people who contract covid-19 tend to infect others is very consistent across all cases.,false,refute
a small fraction of people who contract covid-19 appear to be responsible for a disproportionately large number of subsequent infections.,true,support
the coronavirus only results in in respiratory impairment.,false,refute
the coronavirus only results in in respiratory impairment.,false,refute
the coronavirus can result in severe long-term neurological effects.,true,support
the coronavirus can result in severe long-term neurological effects.,true,support
"of doctors and nurses in china during the country’s covid-19 peak, half reported experiencing depression.",true,support
"of doctors and nurses in china during the country’s covid-19 peak, half reported experiencing depression.",true,support
"in the global influenza pandemic of 1918, u.s. birthrates stayed level in the initial three months following peak mortality.",false,refute
"in the global influenza pandemic of 1918, u.s. birthrates dropped within the initial three months after peak mortality.",true,support
there incidences of venous thromboembolism in the majority of patients with severe novel coronavirus pneumonia symptoms of sars-cov-2.,false,refute
there are approximately 1 in 4 incidences of venous thromboembolism in patients with severe novel coronavirus pneumonia symptoms of sars-cov-2.,true,support
chloroquine and hydroxychloroquine can be effective in treating covid-19.,true,support
mask usage is not a proven means of reducing the transmission of the covid-19 virus from person to person.,false,refute
wearing a face mask is a beneficial and effective means to prevent interhuman transmission of covid-19.,true,support
"challenge trials for covid-19 vaccines, in which participants are intentionally infected with the virus, would have no impact on reducing the burden of covid-19.",false,refute
"challenge trials for covid-19 vaccines, in which participants are intentionally infected with the virus, would have no impact on reducing the burden of covid-19.",false,refute
"a study published in march argues for the use of challenge trials for covid-19 vaccines, in which participants are intentionally infected with the virus.",true,support
children have a reduced risk of infection of covid-19 compared with teenagers and adults.,false,refute
covid-19 is undetectable in conjunctival secretions.,false,refute
hydroxychloroquine reliably mitigates the severity of symptoms in covid-19 patients.,false,refute
it is not possible for a fetus to contract coronavirus in the womb.,false,refute
it is not possible for a fetus to contract coronavirus in the womb.,false,refute
some babies born to pregnant women with covid-19 may contract the disease in the womb.,true,support
some babies born to pregnant women with covid-19 may contract the disease in the womb.,true,support
children tend to exhibit severe and life-threatening symptoms of covid-19 when infected.,false,refute
most children who contract covid-19 display only mild symptoms while ill.,true,support
"individuals with blood type o are more susceptible to covid-19 infection, compared with the other blood groups.",false,refute
"individuals with blood type a are more susceptible to covid-19 infection, compared with the other blood groups.",true,support
"researchers have created an antibody ""that neutralizes sars-cov-2"" in cells, offering the potential for prevention and treatment.",true,support
"researchers have created an antibody ""that neutralizes sars-cov-2"" in cells, offering the potential for prevention and treatment.",true,support
"survivors of the 2012 mers outbreak, who had severe pneumonia, lacked any antibodies against the virus.",false,refute
"survivors of the 2012 mers outbreak, who had severe pneumonia, had antibodies against the virus for 18 months after infection.",true,support
"survivors of the 2012 mers outbreak, who had severe pneumonia, had antibodies against the virus for 18 months after infection.",true,support
the majority of coronaviruses are equally persistent in all seasons.,false,refute
the majority of coronaviruses have a winter seasonality.,true,support
blood of recovered covid-19 patients impedes the treatment of other severe covid-19 cases.,false,refute
blood of recovered covid-19 patients can aid in the treatment of other severe covid-19 cases.,true,support
no information on the atomic structure of the coronavirus antibody is currently available.,false,refute
high-resolution x-ray crystallography tools captured the coronavirus antibody's atomic structure.,true,support
the coronavirus is only present in the air within six feet of an infected patient.,false,refute
the coronavirus can be detected in the air up to 13 feet away from an infected patient.,true,support
close monitoring of the fatality risk of covid-19 is crucial to preventing a second wave of infection.,true,support
close monitoring of the reproduction number of covid-19 is unrelated to preventing a second wave of infections.,false,refute
close monitoring of the reproduction number of covid-19 is unrelated to preventing a second wave of infections.,false,refute
close monitoring of the reproduction number of covid-19 is crucial to preventing a second wave of infections.,true,support
bits of covid-19's genetic materials were absent from hospital toilets.,false,refute
bits of covid-19's genetic materials have been found floating in the air of hospital toilets.,true,support
no direct neurological complications of covid-19 exist.,false,refute
neurological implications are a risk of covid-19 infections.,true,support
low-income countries can easily prevent both covid-19 related deaths and long-term economic collapse.,false,refute
low-income countries can easily prevent both covid-19 related deaths and long-term economic collapse.,false,refute
low-income countries especially will have to weigh the dilemma of preventing covid-19 related deaths with long-term economic collapse.,true,support
low-income countries especially will have to weigh the dilemma of preventing covid-19 related deaths with long-term economic collapse.,true,support
sars-cov-2 cellular immunity was not found in the blood of covid-19 patients once they became virus-free.,false,refute
convalescent plasma given to severe covid-19 patients worsened their symptoms.,false,refute
convalescent plasma given to severe covid-19 patients improved their symptoms.,true,support
talking produces respiratory droplets that can remain in the air in a closed environment for less than a second.,false,refute
talking produces respiratory droplets that can remain in the air in a closed environment for less than a second.,false,refute
talking produces respiratory droplets that can remain in the air in a closed environment for about eight to 14 minutes.,true,support
talking produces respiratory droplets that can remain in the air in a closed environment for about eight to 14 minutes.,true,support
hydroxycholoroquine improves survival outcomes in patients with covid-19.,false,refute
covid-19 transmission among children and young adults is declining in comparison with older demographics.,false,refute
covid-19 transmission among children and young adults is declining in comparison with older demographics.,false,refute
there has been a shift in covid-19 incidence from older to younger age groups.,true,support
there has been a shift in covid-19 incidence from older to younger age groups.,true,support
initial covid-19 modeling in and around china suggested that 44 percent of transmission came from symptomatic cases only.,false,refute
initial covid-19 modeling in and around china suggested that 44 percent of transmission came from symptomatic cases only.,false,refute
undocumented cases of covid-19 have never been a significant factor in its transmission.,false,refute
undocumented cases of covid-19 were the source of the majority of documented cases in china before travel restrictions were implemented.,true,support
plasma therapy is a new treatment being developed to target covid-19.,false,refute
a new antiviral drug eidd-2801 has shown promise as a treatment for covid-19.,true,support
eidd-2801 has been ineffective at treating coronaviruses in mice.,false,refute
eidd-2801 has been shown to help treat sars-cov and mers-cov in mice.,true,support
decreased levels of interleukin-6 are associated with respiratory failure in covid-19 patients.,false,refute
decreased levels of interleukin-6 are associated with respiratory failure in covid-19 patients.,false,refute
increased levels of certain ctyokines is strongly associated with respiratory failure in covid-19 patients.,true,support
increased levels of certain ctyokines is strongly associated with respiratory failure in covid-19 patients.,true,support
increased levels of certain ctyokines is strongly associated with respiratory failure in covid-19 patients.,true,support
increased levels of certain ctyokines is strongly associated with respiratory failure in covid-19 patients.,true,support
lab work on coronavirus has been free of contamination.,false,refute
hydroxychloroquine is consistently effective in improving the prognosis of patients hospitalized with covid-19.,false,refute
hydroxychloroquine does not significantly help patients hospitalized with covid-19.,true,support
"hydroxychloroquine was associated with heart benefits in hospitalized covid-19 patients, according to a new study.",false,refute
"hydroxychloroquine was associated with heart benefits in hospitalized covid-19 patients, according to a new study.",false,refute
"hydroxychloroquine was associated with heart complications in hospitalized covid-19 patients, according to a new study.",true,support
"hydroxychloroquine was associated with heart complications in hospitalized covid-19 patients, according to a new study.",true,support
hydroxychloroquine is extremely effective at treating covid-19.,false,refute
hydroxychloroquine does not improve health outcomes among patients with covid-19.,true,support
cloth masks are just as effective at preventing infection as medical masks.,false,refute
cloth masks are just as effective at preventing infection as medical masks.,false,refute
cloth masks are just as effective at preventing infection as medical masks.,false,refute
cloth masks are just as effective at preventing infection as medical masks.,false,refute
cloth masks offer significantly less protection against infection than medical masks.,true,support
cloth masks offer significantly less protection against infection than medical masks.,true,support
cloth masks offer significantly less protection against infection than medical masks.,true,support
cloth masks offer significantly less protection against infection than medical masks.,true,support
seriously ill covid-19 patients who were treated with hydroxychloroquine or chloroquine were more likely to survive.,false,refute
seriously ill covid-19 patients who were treated with hydroxychloroquine or chloroquine were more likely to survive.,false,refute
"seriously ill covid-19 patients who were treated with hydroxychloroquine or chloroquine were more likely to die or develop dangerous irregular heart rhythms,",true,support
"seriously ill covid-19 patients who were treated with hydroxychloroquine or chloroquine were more likely to die or develop dangerous irregular heart rhythms,",true,support
"flight, which is shared by all bats but no other mammals, has allowed bats to evolve mechanisms that make them more susceptible to viruses.",false,refute
"flight, which is shared by all bats but no other mammals, has allowed bats to evolve mechanisms that make them more susceptible to viruses.",false,refute
"flight, which is shared by all bats but no other mammals, has allowed bats to evolve mechanisms that protect them from viruses.",true,support
"in patients with covid-19, the virus stops being detectable three to five days after symptoms end.",false,refute
horseshoe bats are immune to many sars-like coronaviruses.,false,refute
horseshoe bats are the reservoir species for many sars-like coronaviruses.,true,support
covid-19 is associated with a low inflammatory burden.,false,refute
the 2003 coronavirus cannot jump from bats to humans without an intermediate host.,false,refute
the 2003 coronavirus could have jumped straight from bats into humans without an intermediate host.,true,support
covid-19 patients on mechanical ventilators are likely to fully recover.,false,refute
preliminary data indicates that race has no association with chance of contracting covid-19.,false,refute
a preliminary study shows that communities of color were disproportionately affected by covid-19.,true,support
sustained community transmission of the virus began in late january or early february.,true,support
limited community transmission of the virus began in late january or early february.,false,refute
"covid-19 community transmission in the united states was occurring in late january or early february, weeks before community transmission was officially detected in the u.s.",true,support
"a recent study found that 7.8% of examined patients in wuhan, china had neurological symptoms.",false,refute
"a recent study of covid-19 patients in wuhan, china found that over one third had neurological symptoms.",true,support
people under 20 years old are twice as susceptible to the covid-19 infection as those age 20 or over.,false,refute
people under 20 years old are half as susceptible to the covid-19 infection as those age 20 or over.,true,support
there is widespread concern among researchers that sars-cov-2 may mutate and become more dangerous.,false,refute
sars-cov-2 is very unlikely to mutate in a way that makes the pandemic worse.,true,support
school closures can halt the transmission of covid-19 completely.,false,refute
school closures can reduce the incidence of covid-19 by a significant amount.,true,support
"across 11 european countries, between 12 and 15 million people have been infected with the novel coronavirus through may of 2020.",true,support
research suggests that children are not likely to die from the coronavirus or to suffer a severe health consequence.,true,support
"a stretch of dna linked to severe covid-19 is not found in neanderthals, according to a new study.",false,refute
"a stretch of dna linked to severe covid-19 is not found in neanderthals, according to a new study.",false,refute
"a stretch of dna linked to severe covid-19 was passed down from neanderthals, according to a new study.",true,support
"a stretch of dna linked to severe covid-19 was passed down from neanderthals, according to a new study.",true,support
"older, frailer people, or those with underlying health issues, like diabetes or another chronic illness, are not likely to die from the virus covid-19.",false,refute
"older, frailer people, or those with underlying health issues, like diabetes or another chronic illness, face the greater likelihood of dying from the virus covid-19.",true,support
wearing a mask has no effect on the risk of sars infection.,false,refute
"severe covid-19 cases showed no common risk factor connections including to chronic conditions like obesity, high blood pressure, and diabetes",false,refute
"severe covid-19 cases showed no common risk factor connections including to chronic conditions like obesity, high blood pressure, and diabetes",false,refute
"chronic conditions like obesity, high blood pressure, and diabetes are common risk factors for severe covid-19.",true,support
"though estimates vary, models using data from hong kong, singapore and china suggest that 100 percent of spreading occurs when people have no symptoms of covid-19.",false,refute
"though estimates vary, models using data from hong kong, singapore and china suggest that 30 to 60 percent of spreading occurs when people have no symptoms of covid-19.",true,support
"the study found that new yorkers had antibodies to the coronavirus no earlier than march, 2020.",false,refute
"the study found that some new yorkers had antibodies to the coronavirus as early as the week ending feb. 23, 2020.",true,support
"the u.s. study found considerable coronavirus risk linked to three other classes of commonly used blood pressure drugs — beta blockers, calcium-channel blockers and thiazide diuretics.",false,refute
countries that do not vaccinate their populations with bcg experience similar rates of coronavirus infection per capita as countries that do.,false,refute
countries that do not vaccinate their populations with bcg experience similar rates of coronavirus infection per capita as countries that do.,false,refute
countries that do not vaccinate their populations with bcg experience similar rates of coronavirus infection per capita as countries that do.,false,refute
countries that do not vaccinate their populations with bcg have had more coronavirus infections per capita and higher death rates than countries that do.,true,support
trials in canadian hospitals during the 2003 sars epidemic and during flu season showed that nurses who wore a mask were more likely to get flu.,false,refute
trials in canadian hospitals during the 2003 sars epidemic and during flu season showed that nurses who wore a mask were less likely to get flu.,true,support
women infected with the coronavirus had a similar level of antibodies as men.,false,refute
previous studies have failed to determine how much coronavirus genetic material can be found in oral fluids in the average patient.,false,refute
"although the scientists did not record speech droplets produced by people who were sick, previous studies have calculated exactly how much coronavirus genetic material can be found in oral fluids in the average patient.",true,support
"other studies reported not finding the coronavirus on surfaces such as air vents in hospital rooms and on computer mice, sickbed handrails and doorknobs.",false,refute
"other studies reported finding the coronavirus on air vents in hospital rooms and on computer mice, sickbed handrails and doorknobs.",true,support
"antibodies may last past the convalescent phase of two to three months, in people who never showed symptoms while they were infected.",false,refute
"antibodies — protective proteins made in response to an infection — may last only two to three months, especially in people who never showed symptoms while they were infected.",true,support
a vaccine that elicits antibodies will be unable to thwart the coronavirus.,false,refute
a vaccine that elicits antibodies might be enough to thwart the coronavirus.,true,support
another report concluded on the basis of blood tests that cats had been infected in wuhan.,true,support
another report concluded on the basis of blood tests that cats had been infected in wuhan.,true,support
another report concluded on the basis of blood tests that cats had been infected in wuhan.,true,support
most of the covid-19 patients in wuhan did not have a fever or cough when they were admitted to the hospital.,false,refute
most of the covid-19 patients in wuhan did not have a fever or cough when they were admitted to the hospital.,false,refute
most of the covid-19 patients in wuhan had fever or cough when they were admitted to the hospital.,true,support
"but in pandemic times, there are even more worries: a study came out last month confirming that infectious coronavirus is absent from feces — something that was suspected but not known before.",false,refute
"but in pandemic times, there are even more worries: a study came out last month confirming that infectious coronavirus is present in feces — something that was suspected but not known before.",true,support
"in essence, he said, data mining of genomic data posted in the last 12 months — most importantly the october report on pangolins — indicated that a portion of a coronavirus in pangolins was not at all similar to one in the new virus, ncov-2019.",false,refute
"in essence, he said, data mining of genomic data posted in the last 12 months — most importantly the october report on pangolins — indicated that a portion of a coronavirus in pangolins was nearly identical to one in the new virus, ncov-2019.",true,support
the covid-19 rate for severe cases is equivalent for child and adult populations.,false,refute
"since then, several studies have shown that actemra increases the risk of respiratory failure and death.",false,refute
"since then, several studies have shown that actemra lowers the risk of respiratory failure and death.",true,support
hydroxychloroquine had no impact on the coronavirus recovery time of patients who were mildly ill.,false,refute
covid-19 is equally transmissible via indoor and outdoor environments.,false,refute
covid-19 is equally transmissible via indoor and outdoor environments.,false,refute
a review of thousands of cases in china found only a single instance of outdoor transmission of covid-19.,true,support
a review of thousands of cases in china found only a single instance of outdoor transmission of covid-19.,true,support
a few patients developed antibodies after infection with sars-cov-2.,false,refute
patients had developed antibodies after infection with sars-cov-2.,true,support
masks do not affect blocking the emission of respiratory droplets that may contain the coronavirus.,false,refute
"two studies, each observing around 1,400 patients in new york city, concluded that administering hydroxychloroquine was associated with a lower risk of mortality.",false,refute
"two studies, each observing around 1,400 patients in new york city, concluded that administering hydroxychloroquine was not associated with greatly lower risk of mortality.",true,support
a virus found in sick malayan pangolins showed no resemblance to the coronavirus sickening people.,false,refute
a virus found in sick malayan pangolins was almost identical to the coronavirus sickening people.,true,support
the traveler screening system effectively prevented the introduction of covid-19 into california.,false,refute
the traveler screening system was not effective in preventing the introduction of covid-19 into california.,true,support
"as the virus continues to spread over the next months, and maybe even years, it could be much less deadly in areas with high rates of diabetes, obesity, high blood pressure and other chronic health conditions.",false,refute
"the saliva test is unable to detect even large amounts of coronavirus, making it much less sensitive than similar tests, according to a study that has not yet been published in a scientific journal.",false,refute
"the saliva test can detect even tiny amounts of coronavirus, making it more sensitive than similar tests, and gives false negatives less than 5 percent of the time, according to a study that has not yet been published in a scientific journal.",true,support
"recent studies of medical workers in italy who treated covid-19 patients found stagnant rates of anxiety, depression and insomnia.",false,refute
"recent studies of medical workers in italy who treated covid-19 patients found increasing rates of anxiety, depression and insomnia.",true,support
men of color are no likelier to contract covid-19 than other populations.,false,refute
men of color face higher risk of contracting covid-19.,true,support
"in healthcare buildings the air exchange rate is usually much lower, however, the coronavirus is not able to accumulate in the air nor pose a greater risk.",false,refute
"the french government ordered a lockdown on march 16, well in advance of the coronavirus's appearance in france, according to a study of the new case that has been peer-reviewed and accepted for formal publication in the international journal of antimicrobial agents",false,refute
"the french government ordered a lockdown on march 16, well in advance of the coronavirus's appearance in france, according to a study of the new case that has been peer-reviewed and accepted for formal publication in the international journal of antimicrobial agents",false,refute
"by the time the first serious measures were put in place — the french government didn’t order a lockdown until march 16 — the coronavirus may have already appeared three months earlier, according to a study of the new case that has been peer-reviewed and accepted for formal publication in the international journal of antimicrobial agents.",true,support
"by the time the first serious measures were put in place — the french government didn’t order a lockdown until march 16 — the coronavirus may have already appeared three months earlier, according to a study of the new case that has been peer-reviewed and accepted for formal publication in the international journal of antimicrobial agents.",true,support
"by the time the first serious measures were put in place — the french government didn’t order a lockdown until march 16 — the coronavirus may have already appeared three months earlier, according to a study of the new case that has been peer-reviewed and accepted for formal publication in the international journal of antimicrobial agents.",true,support
cats cannot develop an infection with the coronavirus.,false,refute
some studies estimate the coronavirus’s at greater than 5 days.,false,refute
some studies estimate the coronavirus’s at greater than 5 days.,false,refute
some studies estimate the coronavirus’s at greater than 5 days.,false,refute
"some studies estimate the coronavirus’s serial interval at 4 to 4.5 days.









",true,support
"some studies estimate the coronavirus’s serial interval at 4 to 4.5 days.









",true,support
"some studies estimate the coronavirus’s serial interval at 4 to 4.5 days.









",true,support
one study based on a review of 110 cases in japan found that the odds of transmission were much lower in closed environments — everything from fitness studios to tents — than in open-air environments.,false,refute
one study based on a review of 110 cases in japan found that the odds of transmission were 18.7 times higher in closed environments — everything from fitness studios to tents — than in open-air environments.,true,support
a year after a patient's first infection of covid-19 there is no longer the protection acquired from the immune response.,false,refute
even a year later there exists protection acquired with the immune response to a patient's first infection of covid-19.,true,support
measurements of antibodies in the blood of people who have survived sars infections suggest that defenses against infection do not persist.,false,refute
measurements of antibodies in the blood of people who have survived sars infections suggest that these defenses persist for up to two years.,true,support
it included masks of different brands and found that the material of the mask was no longer effective after 10 rounds of vaporized hydrogen peroxide decontamination.,false,refute
it included masks of different brands and found that the material of the mask was still effective after 10 rounds of vaporized hydrogen peroxide decontamination.,true,support
treatment of covid-19 with hydroxychloroquine alone was associated with a decreased risk of death.,false,refute
"they housed coronavirus-infected and healthy animals in adjoining cages, some of which were separated by buffers made of surgical masks -- all of the healthy hamsters behind the partitions were infected.",false,refute
"they housed coronavirus-infected and healthy animals in adjoining cages, some of which were separated by buffers made of surgical masks -- many of the healthy hamsters behind the partitions never got infected.",true,support
"they housed coronavirus-infected and healthy animals in adjoining cages, some of which were separated by buffers made of surgical masks -- many of the healthy hamsters behind the partitions never got infected.",true,support
antibodies to the viral nucleocapsid decline at the same rate as those of r.b.d.,false,refute
antibodies to the viral nucleocapsid decline at the same rate as those of r.b.d.,false,refute
antibodies to the viral nucleocapsid may decline faster than those to r.b.d.,true,support
"in china, the early results of a study among medical workers were disappointing, concluding that interferon nasal drops “were ineffective at preventing covid-19 in medical staff.”",false,refute
"in china, the early results of a study among medical workers also showed promise, concluding that interferon nasal drops “may effectively prevent covid-19 in medical staff.”",true,support
"early data from the centers for disease control and prevention indicates in the u.s., the risk of dying from covid-19 is equally balanced across all age groups.",false,refute
even china’s extraordinary quarantine of wuhan merely delayed the virus from reaching other parts of the mainland by one days.,false,refute
even china’s extraordinary quarantine of wuhan merely delayed the virus from reaching other parts of the mainland by three to five days.,true,support
"meanwhile, documentation of indoor transmission of covid-19 is widespread: at choir practices, exercise classes, religious services, birthday parties, and funerals, and in nursing homes, conventions, offices, restaurants, nightclubs, meatpacking plants, and prisons.",true,support
"meanwhile, documentation of indoor transmission of covid-19 is widespread: at choir practices, exercise classes, religious services, birthday parties, and funerals, and in nursing homes, conventions, offices, restaurants, nightclubs, meatpacking plants, and prisons.",true,support
measures have not been effective in preventing the spread of covid-19 nor the transmission of influenza.,false,refute
"not only have measures been effective in preventing the spread of covid-19 but the transmission of influenza has also “declined substantially” as a result, the researchers found.",true,support
estimates from different groups for the r0 of the 2019-ncov virus hover between 3 and 4.,false,refute
"in recent weeks, multiple vaccine groups have released disappointing data that show their candidates fail inducing antibodies that neutralize the coronavirus (sars-cov-2) in lab tests.",false,refute
"in recent weeks, multiple vaccine groups have released promising data that show their candidates can induce antibodies that neutralize the coronavirus (sars-cov-2) in lab tests.",true,support
"however, ""we do have evidence, from testing and modeling studies, that suggest people who are presymptomatic can definitely transmit sars-cov-2,"" says smith, the epidemiologist, most likely fourteen days before they start showing symptoms, according to the who.",false,refute
"however, ""we do have evidence, from testing and modeling studies, that suggest people who are presymptomatic can definitely transmit sars-cov-2,"" says smith, the epidemiologist, most likely fourteen days before they start showing symptoms, according to the who.",false,refute
"however, ""we do have evidence, from testing and modeling studies, that suggest people who are presymptomatic can definitely transmit sars-cov-2,"" says smith, the epidemiologist, most likely in the one to three days before they start showing symptoms, according to the who.",true,support
"however, ""we do have evidence, from testing and modeling studies, that suggest people who are presymptomatic can definitely transmit sars-cov-2,"" says smith, the epidemiologist, most likely in the one to three days before they start showing symptoms, according to the who.",true,support
"in one of the places where there has been extensive testing, the nursing home in washington state, no individual who tested positive had no symptoms when they got tested.",false,refute
"in one of the places where there has been extensive testing, the nursing home in washington state, no individual who tested positive had no symptoms when they got tested.",false,refute
"in one of the places where there has been extensive testing, the nursing home in washington state, 56% of those who tested positive had no symptoms when they got tested.",true,support
no similarities were found between coronavirus samples taken from horseshoe bats and 2019-ncov.,false,refute
surgical masks were not effective in blocking contagious covid-19 droplets and aerosols.,false,refute
surgical masks blocked almost all the contagious covid-19 droplets and aerosols.,true,support
"the study found that in households where everyone was wearing a face mask indoors as a precaution before they knew anyone who lived there was sick, the risk of transmission was not reduced.",false,refute
"five of the singers were hospitalized with covid-19, and six died.",false,refute
"on may 15, the cdc published a report on a 3-hour indoor choir practice in skagit county, wash., that took place in early march and was attended by 100 people.",false,refute
"on may 15, the cdc published a report on a 3-hour indoor choir practice in skagit county, wash., that took place in early march and was attended by 100 people.",false,refute
"on may 15, the cdc published a report on a 2 1/2-hour indoor choir practice in skagit county, wash., that took place in early march and was attended by 61 people.",true,support
"on may 15, the cdc published a report on a 2 1/2-hour indoor choir practice in skagit county, wash., that took place in early march and was attended by 61 people.",true,support
"afterward, 85% of those singers apparently contracted the coronavirus, with 32 confirmed and 20 probable covid-19 cases.",true,support
"an analysis in the cdc's morbidity and mortality weekly report, published last week, found that people with chronic conditions were just as likely to die from the coronavirus compared with those who didn't have underlying conditions.",false,refute
"an analysis in the cdc's morbidity and mortality weekly report, published last week, found that people with chronic conditions were 12 times more likely to die from the coronavirus compared with those who didn't have underlying conditions.",true,support
"now, none of new coronavirus (sars-cov-2) cases in washington state are showing up in those in their 20s and 30s, according to a recent analysis of state data.",false,refute
"now, nearly half of new coronavirus (sars-cov-2) cases in washington state are showing up in those in their 20s and 30s, according to a recent analysis of state data.",true,support
no new cases of coronavirus were traced to fitness facilities.,false,refute
many new cases of coronavirus were traced back to fitness facilities.,true,support
no genetic traces of the coronavirus was detected in the wastewater by a study in the netherlands.,false,refute
no genetic traces of the coronavirus was detected in the wastewater by a study in the netherlands.,false,refute
researchers have detected genetic traces of the coronavirus in the wastewater in the netherlands.,true,support
researchers have detected genetic traces of the coronavirus in the wastewater in the netherlands.,true,support
"in a sample of patients from china, the study estimated that hardly any cases spread from person to person before symptoms appeared.",false,refute
"in a sample of patients from china, the study estimated 44 percent of cases spread from person to person before symptoms appeared.",true,support
"a study of air samples in two hospitals in wuhan, china, found that although coronavirus aerosols in isolation wards and ventilated patient rooms was very low, “it was higher in the toilet areas used by the patients.”",true,support
covid-19 related interventions had no life-saving infection rate impact.,false,refute
the investigators estimated that dexamethasone had no effect on mortality in ventilated patients suffering from acute respiratory distress syndrome.,false,refute
the investigators estimated that dexamethasone could reduce mortality among patients suffering from acute respiratory distress syndrome.,true,support
covid-19 infected ferrets do not exhibit post-infection shedding.,false,refute
covid-19 infected ferrets shed the virus post-infection.,true,support
"using disease transmission modeling, a study found that china’s jan. 23 ban on travel in and out of wuhan slowed domestic spread by only three to five days.",true,support
droplets containing the coronavirus cannot be carried by the air conditioning.,false,refute
droplets containing the coronavirus cannot be carried by the air conditioning.,false,refute
droplets containing the coronavirus were shown to be carried by the air conditioning.,true,support
covid-19 severity equally impacts people of all ages with or without chronic diseases.,false,refute
covid-19 severely impacts elderly people with underlying chronic diseases.,true,support
an mrna vaccine candidate bnt162b1 against covid-19 produced little increase in sars-cov-2 neutralizing agents in a phase 1 study.,false,refute
an mrna vaccine candidate bnt162b1 against covid-19 was found to increase sars-cov-2 neutralizing agents in a phase 1 study.,true,support
contact tracing was used for covid-19 detection in a cluster of young people who brought the virus home.,true,support
"a team of researchers at new york university’s langone medical center found that, out of 84 patients treated with the combination of hydroxychloroquine and azithromycin, a negligible fraction experienced qt prolongation suggesting no increased risk of sudden cardiac death.",false,refute
"a team of researchers at new york university’s langone medical center found that, out of 84 patients treated with the combination of hydroxychloroquine and azithromycin, a negligible fraction experienced qt prolongation suggesting no increased risk of sudden cardiac death.",false,refute
"a team of researchers at new york university’s langone medical center found that, out of 84 patients treated with the combination of hydroxychloroquine and azithromycin, 11 percent had qt prolongation beyond 500 milliseconds — the proven danger zone for sudden cardiac death.",true,support
"the coronavirus began spreading in the united states as early as the second half of january, eluding detection by public health surveillance systems that help monitor for early signs of novel contagions.",true,support
a study by the university of southampton — and co-written by a researcher at the wuhan centers for disease control — estimated that a small fraction of all coronavirus cases in china could have been avoided if containment measures had begun three weeks earlier.,false,refute
a study by the university of southampton — and co-written by a researcher at the wuhan centers for disease control — estimated that 95 percent of all coronavirus cases in china could have been avoided if containment measures had begun three weeks earlier.,true,support
a study by the university of southampton — and co-written by a researcher at the wuhan centers for disease control — estimated that 95 percent of all coronavirus cases in china could have been avoided if containment measures had begun three weeks earlier.,true,support
observational studies suggest that eye protection reduces transmission of covid-19.,true,support
nursing facilities have accounted for a significant number of covid-19 deaths because they can turn into breeding grounds for illnesses.,true,support
"in late march, a research team at the university of oxford, writing in the journal science, said the spread of sars-cov-2 is “too fast to be contained by manual contact tracing,” and a bluetooth-like technology would be needed to complement it.",true,support
"in late march, a research team at the university of oxford, writing in the journal science, said the spread of sars-cov-2 is “too fast to be contained by manual contact tracing,” and a bluetooth-like technology would be needed to complement it.",true,support
a monoclonal antibody could not neutralize the coronavirus in laboratory tests.,false,refute
a monoclonal antibody was capable of neutralizing the coronavirus in laboratory tests.,true,support
the mutation in the viral spike protein does not make the virus transmit more efficiently.,false,refute
the mutation in the viral spike protein can make the virus transmit more efficiently.,true,support
the mutation in the viral spike protein can make the virus transmit more efficiently.,true,support
the majority of people had naturally occurring antibodies to the novel coronavirus as of this spring.,false,refute
only a small proportion of people in many parts of the united states had antibodies to the novel coronavirus as of this spring.,true,support
through contact tracing initiatives it was found that no students linked to a spring break trip to mexico were sickened by the novel coronavirus.,false,refute
through contact tracing initiatives it was found that the novel coronavirus sickened at least 60 students linked to a spring break trip to mexico.,true,support
through contact tracing initiatives it was found that the novel coronavirus sickened at least 60 students linked to a spring break trip to mexico.,true,support
"researchers reported results from antibody tests on 3,300 people in california’s santa clara county in april, 2020: between 8.1 percent and 12.3 percent had been infected, they claimed.",false,refute
"researchers reported results from antibody tests on 3,300 people in california’s santa clara county in april, 2020: between 1.5 percent and 2.8 percent had been infected, they claimed.",true,support
"researchers reported results from antibody tests on 3,300 people in california’s santa clara county in april, 2020: between 1.5 percent and 2.8 percent had been infected, they claimed.",true,support
the lowest rate of severe cases and deaths due to covid-19 remains the elderly.,false,refute
the lowest rate of severe cases and deaths due to covid-19 remains the elderly.,false,refute
the lowest rate of severe cases and deaths due to covid-19 remains the elderly.,false,refute
the highest rate of severe cases and deaths due to covid-19 remains the elderly.,true,support
the highest rate of severe cases and deaths due to covid-19 remains the elderly.,true,support
